TMDL TARGET DATE(S) ++,NOTE,BASIN,HUC,LOCATION,STATION,COUNTY,USE,CAUSE
2013,,SANTEE,030502090101,CASINO CREEK AT MARKER #29,06B-08,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,DUPREE CREEK - 500 FEET N. OF NEW DOCK (S.OF MRKR #30),06B-09,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,AIWW AT MARKER #32,06B-10,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,ALLIGATOR CREEK STATE SHELLFISH GROUND,06B-12,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,"CASINO CREEK MIDWAY BETWEEN STATIONS 19 AND 24 (AT SMALL UNNAMED CREEK ON RIGHT, SOUTHBOUND)",06B-16,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,"CASINO CREEK AND SKRINE CREEK,CONFLUENCE",06B-19,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,"DUPREE CREEK 1,000 YARDS UP FROM CLUBHOUSE CREEK ",06B-20,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,ALLIGATOR CREEK AND RAMHORN CREEK CONFLUENCE ,06B-21,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,RAMHORN CREEK AND MILL CREEK CONFLUENCE,06B-22,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,SKRINE CREEK AND CONGAREE BOAT CREEK CONFLUENCE,06B-23,CHARLESTON,SHELLFISH,FC
"2019, 2012",,SANTEE,030502090101,ALLIGATOR CREEK AT STATE SHELLFISH GROUND (06B-12),MD-265,CHARLESTON,AL,CU
"2019, 2012",,SANTEE,030502090101,ALLIGATOR CREEK AT STATE SHELLFISH GROUND (06B-12),MD-265,CHARLESTON,AL,TURBIDITY
2019,,SANTEE,030502090101,CASINO CREEK AT CLOSURE LINE (06B-16),MD-266,CHARLESTON,AL,CU
2008,*,SANTEE,030502090101,E FORK OF DEVILS DEN CK HEADWATERS,RT-02016,CHARLESTON,AL,CU
,,,,,,,,
2009,*,SANTEE,030502090201,AWENDAW CREEK AT US 17,MD-250,CHARLESTON,REC,FC
,,,,,,,,
2014,,SANTEE,030502090202,GRAHAM CREEK AT MARKER #64,07-02,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,AWENDAW CREEK AT MARKER #57,07-03,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,HARBOR RIVER AT MARKER #48,07-04,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,TIBWIN CREEK AT MARKER #42,07-05,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,DOEHALL CREEK AT CONFLUENCE OF AIWW - NORTH OF MARKER #46,07-09,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,DOEHALL CREEK-THIRD BEND,07-14,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502090202,SANDY POINT CREEK - 4TH BEND,07-15,CHARLESTON,SHELLFISH,FC
"2014, 2010",,SANTEE,030502090202,JEREMY CK NEAR BOAT LANDING AT MCCLELLANVILLE TOWN HALL,MD-203,CHARLESTON,AL,DO
"2014, 2010",,SANTEE,030502090202,JEREMY CK NEAR BOAT LANDING AT MCCLELLANVILLE TOWN HALL,MD-203,CHARLESTON,AL,TURBIDITY
2010,,SANTEE,030502090202,JEREMY CK NEAR BOAT LANDING AT MCCLELLANVILLE TOWN HALL,MD-203,CHARLESTON,REC,FC
2015,,SANTEE,030502090202,FIVE FATHOM CREEK AT BULL RIVER (07-06A),MD-267,CHARLESTON,AL,TURBIDITY
"2019, 2012",,SANTEE,030502090202,AWENDAW CREEK AT MARKER #57 (07-03),MD-268,CHARLESTON,AL,CU
"2019, 2012",,SANTEE,030502090202,AWENDAW CREEK AT MARKER #57 (07-03),MD-268,CHARLESTON,AL,TURBIDITY
2012,,SANTEE,030502090202,AIWW MIDWAY BETWEEN AWENDAW AND GRAHAM CREEK,MD-793,CHARLESTON,REC,FC
2010,,SANTEE,030502090202,"TRIBUTARY TO MATHEWS CREEK, 1 M S OF MCLELLANVILLE",RT-01623,CHARLESTON,AL,TURBIDITY
,,,,,,,,
2016,,SANTEE,030502090203,AIWW ADJACENT TO WILD DUNES GOLF COURSE STORM DRAINAGE OUTFALL,09A-18,CHARLESTON,SHELLFISH,FC
2016,,SANTEE,030502090203,HAMLIN SOUND (08-02),MD-271,CHARLESTON,AL,NH3N
,,,,,,,,
2016,,SANTEE,030502090204,AIWW AT 25TH STREET - ISLE OF PALMS,09A-19,CHARLESTON,SHELLFISH,FC
2016,,SANTEE,030502090204,UPPER REACHES OF INLET CREEK,09A-24,CHARLESTON,SHELLFISH,FC
2016,,SANTEE,030502090204,UPPER INLET CREEK AT JENNIE CREEK,09A-30,CHARLESTON,SHELLFISH,FC
2016,,SANTEE,030502090204,BAY AT END OF UPPER INLET CREEK,09A-31,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090204,LOWER HAMLIN CREEK AT SITE OF NEW BRIDGE (09A-29),MD-272,CHARLESTON,AL,CU
,,,,,,,,
2014,,SANTEE,030502090205,GRAHAM CREEK AND BULLS BAY,07-02A,CHARLESTON,SHELLFISH,FC
,,,,,,,,
2017,,SAVANNAH,030502060308,LITTLE RIVER @ SC 81,SV-699,MCCORMICK,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601010102,LAKE JOCASSEE TOXAWAY RIVER ARM,CL-018,OCONEE,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601010104,LAKE JOCASSEE @ END OF SEC RD 25,SV-313,OCONEE,FISH,HG
,,,,,,,,
2011,,SAVANNAH,030601010202,LITTLE EASTATOE CREEK@ MOCCASIN ROAD ( ACROSS BOGGS PROPERTY) ,SV-806,PICKENS,REC,FC
,,,,,,,,
2008,*,SAVANNAH,030601010302,BURGESS CK AT S-37-171,RS-02466,OCONEE,REC,FC
,,,,,,,,
2015,,SAVANNAH,030601010304,LITTLE RVR AT S-37-24 7.1 MI NE OF WALHALLA,SV-203,OCONEE,REC,FC
,,,,,,,,
2010,,SAVANNAH,030601010305,UNNAMED TRIB TO LITTLE CANE CREEK,SV-811,OCONEE,REC,FC
2010,,SAVANNAH,030601010305,UNNAMED TRIB TO LITTLE CANE CREEK @ TAYLOR ROAD,SV-812,OCONEE,REC,FC
,,,,,,,,
2013,,SAVANNAH,030601010402,NORTH FORK AT US 178 2.9 MI N OF PICKENS,SV-206,PICKENS,AL,BIO
,,,,,,,,
2014,,SAVANNAH,030601010405,RICES CREEK AT SR 158,SV-740,PICKENS,AL,BIO
,,,,,,,,
2014,,SAVANNAH,030601010406,GOLDEN CREEK AT GOLDEN CRK. RD.,SV-738,PICKENS,AL,BIO
,,,,,,,,
2017,,SAVANNAH,030601010408,LAKE HARTWELL @ 12 MILE CREEK,SV-107,PICKENS,FISH,PCB
,,,,,,,,
2015,,SAVANNAH,030601010502,CONEROSS CK AT SC 59,SV-004,OCONEE,AL,ZN
,,,,,,,,
2009,*,SAVANNAH,030601010503,SNOW CREEK AT S-37-51 4.9 MI SW OF SENECA,RS-05412,OCONEE,REC,FC
2017,,SAVANNAH,030601010503,LAKE HARTWELL @ CONEROSS CREEK,SV-799,OCONEE,FISH,PCB
,,,,,,,,
2013,,SAVANNAH,030601010601,WOODSIDE BR AT US 123 1.5 MI E OF LIBERTY,SV-241,PICKENS,AL,PH
,,,,,,,,
2016,,SAVANNAH,030601010602,EIGHTEENMILE CK AT S-39-93 S OF CENTRAL,SV-135,ANDERSON,AL,PH
"2014, 2014, 2014",,SAVANNAH,030601010602,LAKE HARTWELL - EIGHTEEN MILE CK ARM AT S-04-1098,SV-268,ANDERSON,AL,DO
"2014, 2014, 2014",,SAVANNAH,030601010602,LAKE HARTWELL - EIGHTEEN MILE CK ARM AT S-04-1098,SV-268,ANDERSON,AL,TP
"2014, 2014, 2014",,SAVANNAH,030601010602,LAKE HARTWELL - EIGHTEEN MILE CK ARM AT S-04-1098,SV-268,ANDERSON,AL,TURBIDITY
2013,,SAVANNAH,030601010701,CHARLES CREEK AT UNNUMBERED RIDGE ROAD OFF S-04-485,RS-03506,ANDERSON,AL,BIO
,,,,,,,,
2017,,SAVANNAH,030601010702,THREE AND TWENTY CREEK AT SR 29,SV-735,ANDERSON,AL,BIO
,,,,,,,,
2014,,SAVANNAH,030601010704,LAKE HARTWELL 6 M NNW OF ANDERSON,RL-01020,ANDERSON,AL,PH
,,,,,,,,
2016,,SAVANNAH,030601010801,SIXMILE CREEK AT S-39-160,SV-205,PICKENS,REC,FC
,,,,,,,,
2017,,SAVANNAH,030601010803,LAKE HARTWELL @ MARTIN CREEK,SV-106,PICKENS,FISH,PCB
,,,,,,,,
2013,,SAVANNAH,030601020209,"WHETSTONE CREEK, UPSTREAM PORTION NEAR MOUTH",MC-03,OCONEE,AL,BIO
,,,,,,,,
2009,*,SAVANNAH,030601020210,"TUGALOO LAKE, FOREBAY EQUIDISTANT FROM SPILLWAY AND SHORELINES",SV-359,OCONEE,AL,PH
2017,,SAVANNAH,030601020210,TUGALOO LAKE,SV-599,OCONEE,FISH,HG
,,,,,,,,
2008,*,SAVANNAH,030601020304,UNNAMED TRIB AT BRIDGE ON CO RD S-37-142 (BRIDGE ROAD) 5.8 MI SW OF WESTMINSTER. BRIDGE IS 75 YARDS OFF CO RD S-37-160.,RS-04380,OCONEE,REC,FC
,,,,,,,,
2017,,SAVANNAH,030601020403,LAKE YONAH,CL-015,OCONEE,FISH,HG
2021,,SAVANNAH,030601020403,"LAKE YONAH, 50% BETWEEN CENTER OF SPILLWAY AND OPPOSITE SHORE",SV-358,OCONEE,AL,PH
,,,,,,,,
2009,*,SAVANNAH,030601020502,CHOESTOEA CREEK AT S-37-49,SV-108,OCONEE,REC,FC
2008,*,SAVANNAH,030601020502,NORRIS CK AT S-37-435 1 MI S OF WESTMINSTER,SV-301,OCONEE,REC,FC
2013,,SAVANNAH,030601020502,TRIBUTARY OF CHOESTOEA CRK. AT SR 429,SV-790,OCONEE,AL,BIO
,,,,,,,,
2016,,SAVANNAH,030601020505,MUD CREEK AT BRIDGE ON S-37-99 2.9 MI NE OF FAIR PLAY,RS-06170,OCONEE,REC,FC
2011,,SAVANNAH,030601020505,BEAVERDAM CREEK AT S-37-66,SV-345,OCONEE,AL,PH
2011,,SAVANNAH,030601020505,BEAVERDAM CREEK AT SC 243,SV-364,ANDERSON,REC,FC
2011,,SAVANNAH,030601020505,BEAVERDAM CREEK AT SC 243,SV-364,ANDERSON,AL,PH
,,,,,,,,
2017,,SAVANNAH,030601020507,CHAUGA RIVER @ TUGALOO R. (TABOR ACCESS),SV-234,OCONEE,FISH,PCB
,,,,,,,,
2019,,SAVANNAH,030601030101,"LK HARTWELL, MAIN BODY AT USACE WQ BUOY BTWN MRKRS 11 & 12",SV-340,ANDERSON,AL,CU
,,,,,,,,
2014,,SAVANNAH,030601030202,CUPBOARD CK AT S-04-733 AB BREAZEALE ST PLANT & BL BLAIR HILL,SV-139,ANDERSON,AL,DO
2015,,SAVANNAH,030601030202,BROADWAY CREEK AT US 76 BTWN ANDERSON & BELTON,SV-141,ANDERSON,AL,TURBIDITY
2015,,SAVANNAH,030601030202,BROADWAY CRK. AT SR 48,SV-791,ANDERSON,AL,BIO
,,,,,,,,
2020,,SAVANNAH,030601030203,ROCKY RVR AT S-04-263 2.7 MI SE ANDERSON AT STP,SV-031,ANDERSON,AL,TURBIDITY
2020,,SAVANNAH,030601030203,ROCKY RVR AT S-04-152 BL ROCKY RVR STP,SV-041,ANDERSON,AL,TURBIDITY
,,,,,,,,
2014,,SAVANNAH,030601030204,HEN COOP CREEK AT SR 244,SV-044,ANDERSON,AL,BIO
,,,,,,,,
2012,,SAVANNAH,030601030205,"LK SECESSION, 1 1/4 MI BELOW SC ROUTE 28",SV-331,ANDERSON,AL,PH
2012,,SAVANNAH,030601030205,LK SECESSION APPROX 400 YDS ABOVE DAM,SV-332,ABBEVILLE,AL,PH
,,,,,,,,
2009,*,SAVANNAH,030601030401,DEVILS FORK CK AT BUSBY RD OFF S-04-22,RS-02490,ANDERSON,REC,FC
,,,,,,,,
2015,,SAVANNAH,030601030402,BIG GENEROSTEE CR. AT SC 187,SV-101,ANDERSON,AL,BIO
,,,,,,,,
2015,,SAVANNAH,030601030404,LITTLE GENEROSTEE CREEK AT TINY MCCONNELL RD OFF OF S-04-105 4.1 MI SW OF STARR (CREEK CROSSES ROAD NO BRIDGE),RS-05414,ANDERSON,REC,FC
,,,,,,,,
2017,,SAVANNAH,030601030405,LAKE HARTWELL @ DAM,SV-642,ANDERSON,FISH,PCB
,,,,,,,,
2015,,SAVANNAH,030601030502,UNNAMED TRIB TO BAILEY'S CREEK AT S-1-171 4.8 MI NNE OF ABBEVILLE,RS-06190,ABBEVILLE,AL,BIO
,,,,,,,,
2013,,SAVANNAH,030601030503,JOHNS CREEK AT SR 159,SV-734,ABBEVILLE,AL,BIO
,,,,,,,,
2013,,SAVANNAH,030601030505,DOUBLE BRANCH AT S-01-33,SV-054,ABBEVILLE,AL,BIO
,,,,,,,,
2019,,SAVANNAH,030601030508,GILL CR. AT SR 32,SV-644,ABBEVILLE,AL,BIO
,,,,,,,,
2013,,SAVANNAH,030601030510,LONG CANE CR. AT SR 33,SV-056,ABBEVILLE,AL,BIO
,,,,,,,,
2014,,SAVANNAH,030601030610,"CALHOUN CREEK AT SC 28, 1.5 M NW OF ABBEVILLE",RS-01049,ABBEVILLE,AL,DO
,,,,,,,,
2013,,SAVANNAH,030601030612,LITTLE RIVER AT S-01-32,SV-348,ABBEVILLE,AL,BIO
,,,,,,,,
2017,,SAVANNAH,030601030708,CLARKS HILL RESERVOIR HEADWATERS (SAVANNAH RVR),CL-040,MCCORMICK,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601030709,CLARKS HILL RESERVOIR IN FOREBAY NEAR DAM,CL-041,MCCORMICK,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601030710,LONG CANE CREEK (LAKE THURMOND),SV-057,MCCORMICK,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601060201,VAUCLUSE POND,SV-685,AIKEN,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601060202,FLAT ROCK POND,SV-686,AIKEN,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601060203,LANGLEY POND,SV-531,AIKEN,FISH,HG
,,,,,,,,
2010,,SAVANNAH,030601060506,UPPER THREE RUNS AT SRP ROAD A,SV-325,AIKEN,REC,FC
,,,,,,,,
2013,,SAVANNAH,030601060601,UNNAMED TRIBUTARY TO THE SAVANNAH RIVER AT RIVER BLUFF RD IN THE RAPIDS S/D IN NORTH AUGUSTA.,RS-04544,AIKEN,AL,BIO
2017,,SAVANNAH,030601060601,SAVANNAH RIVER @ N. AUGUSTA ST. PARK,SV-800,AIKEN,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601060607,SAVANNAH RIVER @ JACKSON LANDING,SV-691,AIKEN,FISH,HG
,,,,,,,,
2013,,SAVANNAH,030601060705,LOWER THREE RUNS CK AT SC 125 11 MI NW OF ALLENDALE,SV-175,ALLENDALE,AL,CU
,,,,,,,,
2010,,SAVANNAH,030601060801,FOURMILE BRANCH AT SRP ROAD A-7,SV-326,BARNWELL,REC,FC
2010,,SAVANNAH,030601060801,FOURMILE BRANCH AT SRP ROAD A-7,SV-326,BARNWELL,AL,PH
,,,,,,,,
2017,,SAVANNAH,030601060805,SAVANNAH RIVER @ STEEL CREEK,SV-801,BARNWELL,FISH,HG
,,,,,,,,
2017,,SAVANNAH,030601060806,SAVANNAH RIVER @ LITTLE HELL LANDING,SV-690,ALLENDALE,FISH,HG
,,,,,,,,
2015,,SAVANNAH,030601060902,BRIAR CRK. AT S-102,SV-745,ALLENDALE,AL,BIO
,,,,,,,,
2017,,SAVANNAH,030601060905,SAVANNAH RIVER @ COHEN'S BLUFF,SV-802,ALLENDALE,FISH,HG
2017,,SAVANNAH,030601060905,SAVANNAH RIVER @ JOHNSONG'S LANDING,SV-803,ALLENDALE,FISH,HG
,,,,,,,,
2013,,SAVANNAH,030601070101,HARD LABOR CREEK AT S-24-164 BRIDGE,SV-151,GREENWOOD,AL,BIO
,,,,,,,,
2014,,SAVANNAH,030601070102,CHURCH BRANCH AT S-24-375 3.6 MI E OF BRADLEY,RS-06016,GREENWOOD,REC,FC
,,,,,,,,
2013,#,SAVANNAH,030601070106,DOCTORS BRANCH AT S-33-21 6.75 MI E OF MCCORMICK,RS-03342,MCCORMICK,AL,BIO
2015,#,SAVANNAH,030601070106,CUFFYTOWN CREEK AT S-33-138,SV-351,MCCORMICK,AL,BIO
,,,,,,,,
2011,,SAVANNAH,030601070108,STEVENS CREEK AT S-33-21,SV-330,MCCORMICK,REC,FC
,,,,,,,,
2011,#,SAVANNAH,030601070207,BEAVERDAM CREEK AT FOREST SERVICE ROAD 621 OFF S-19-68,SV-353,EDGEFIELD,AL,BIO
2011,,SAVANNAH,030601070207,BEAVERDAM CREEK AT FOREST SERVICE ROAD 621 OFF S-19-68,SV-353,EDGEFIELD,REC,FC
,,,,,,,,
2008,*,SAVANNAH,030601070208,TURKEY CREEK AT S-33-227/S-19-68,SV-352,EDGEFIELD,REC,FC
,,,,,,,,
2019,,SAVANNAH,030601070303,STEVENS CREEK AT S-33-88/S-19-143,SV-354,EDGEFIELD,AL,CU
2011,,SAVANNAH,030601070303,STEVENS CREEK AT S-33-88/S-19-143,SV-354,EDGEFIELD,REC,FC
,,,,,,,,
2014,,SAVANNAH,030601090301,SAVANNAH RVR OFF B&C LANDING OFF S-27-201,SV-369,JASPER,AL,ZN
2017,,SAVANNAH,030601090301,SAVANNAH RIVER @ STOKES BLUFF LANDING,SV-687,HAMPTON,FISH,HG
2017,,SAVANNAH,030601090301,SAVANNAH RIVER @ B & C LANDING,SV-804,JASPER,FISH,HG
,,,,,,,,
2014,,SAVANNAH,030601090403,CYPRESS CREEK AT S-27-119,SV-356,JASPER,AL,DO
2017,,SAVANNAH,030601090403,CYPRESS CREEK AT S-27-119,SV-356,JASPER,REC,FC
,,,,,,,,
2019,,SAVANNAH,030601090404,UNNAMED SWAMP AT BRIDGE ON S-27-119 ONE MILE WEST OF TILLMAN,RS-04372,JASPER,AL,ZN
,,,,,,,,
2017,,SAVANNAH,030601090405,SAVANNAH RIVER @ BECK'S FERRY,SV-209,JASPER,FISH,HG
2017,,SAVANNAH,030601090405,SAVANNAH RIVER @ MILLSTONE LANDING,SV-805,JASPER,FISH,HG
,,,,,,,,
2021,,SAVANNAH,030601090406,WRIGHT RIVER 1.9 MI SE OF TURN BRIDGE LANDING,RT-032032,JASPER,AL,TURBIDITY
,,,,,,,,
2010,,SAVANNAH,30601090407,SAVANNAH RVR AT US 17 8.9 MI SSW OF HARDEEVILLE (BOAT),SV-191,JASPER,REC,FC
2015,,SAVANNAH,030601090407,SAVANNAH RVR AT US 17 8.9 MI SSW OF HARDEEVILLE (BOAT),SV-191,JASPER,AL,ZN
,,,,,,,,
2009,*,SAVANNAH,030601100103,GREAT SWAMP AT U.S. 17,MD-129,JASPER,REC,FC
2015,,SAVANNAH,030601100103,GREAT SWAMP AT U.S. 17,MD-129,JASPER,AL,ZN
,,,,,,,,
2011,,SAVANNAH,030601100201,NEW RVR AT SC 170 9 MI W OF BLUFFTON,MD-118,JASPER,REC,FC
2017,,SAVANNAH,030601100201,NEW RVR AT SC 170 9 MI W OF BLUFFTON,MD-118,JASPER,FISH,HG
,,,,,,,,
2019,,SAVANNAH,030601100202,RAMSHORN CREEK AT NEW RIVER (19-07),MD-258,JASPER,AL,NI
,,,,,,,,
2010,,SAVANNAH,030601100302,BROAD CREEK AT PALMETTO BAY MARINA CSZ **(COMBINED 20-04E&F),20-04A,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,CREEK BEHIND LYNN SMITH'S OYSTER PLANT AT BROAD CREEK,20-16,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK AT BROAD CREEK MARINA CSZ **(COMBINED 20-17E&F),20-17B,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK AT SHELTER COVE MARINA,20-18,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK AT FIRST MAJOR CREEK RIGHT AFTER MARKER #18 (C6-97) ,20-24,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK AT CONFLUENCE OF CHANNEL LEADING TO OLD OYSTER FACTORY (C2-99),20-25,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK @ SOUTHERN BOUNDARY SOUTH ISLAND WWTP PROHIBITED CLOSURE ZONE,20-28,BEAUFORT,SHELLFISH,FC
2010,,SAVANNAH,030601100302,BROAD CREEK @ SOUTHERN BOUNDARY NORTH ISLAND WWTP PROHIBITED CLOSURE ZONE,20-29,BEAUFORT,SHELLFISH,FC
